,Unnamed: 0,nature,type,id,description,cwe_counts,cwe_id,repos
214,21,ParentOf,base,209,Generation of Error Message Containing Sensitive Information,59,200,"['pyss3', 'pytorch_geometric', 'gan', 'ray', 'catboost', 'ColossalAI', 'sinabs', 'bokeh', 'mlflow', 'feast', 'bentoml', 'LightGBM', 'detectron2', 'spaCy', 'determined', 'pytorch-lightning', 'pytorch', 'aim']"
215,22,ParentOf,base,532,Insertion of Sensitive Information into Log File,59,200,"['pyss3', 'pytorch_geometric', 'gan', 'ray', 'catboost', 'ColossalAI', 'sinabs', 'bokeh', 'mlflow', 'feast', 'bentoml', 'LightGBM', 'detectron2', 'spaCy', 'determined', 'pytorch-lightning', 'pytorch', 'aim']"
216,23,MemberOf,view,635,Weaknesses Originally Used by NVD from 2008 to 2016,59,200,"['pyss3', 'pytorch_geometric', 'gan', 'ray', 'catboost', 'ColossalAI', 'sinabs', 'bokeh', 'mlflow', 'feast', 'bentoml', 'LightGBM', 'detectron2', 'spaCy', 'determined', 'pytorch-lightning', 'pytorch', 'aim']"
217,24,MemberOf,category,717,OWASP Top Ten 2007 Category A6 - Information Leakage and Improper Error Handling,59,200,"['pyss3', 'pytorch_geometric', 'gan', 'ray', 'catboost', 'ColossalAI', 'sinabs', 'bokeh', 'mlflow', 'feast', 'bentoml', 'LightGBM', 'detectron2', 'spaCy', 'determined', 'pytorch-lightning', 'pytorch', 'aim']"
218,25,MemberOf,category,963,SFP Secondary Cluster: Exposed Data,59,200,"['pyss3', 'pytorch_geometric', 'gan', 'ray', 'catboost', 'ColossalAI', 'sinabs', 'bokeh', 'mlflow', 'feast', 'bentoml', 'LightGBM', 'detectron2', 'spaCy', 'determined', 'pytorch-lightning', 'pytorch', 'aim']"
219,26,MemberOf,view,1200,Weaknesses in the 2019 CWE Top 25 Most Dangerous Software Errors,59,200,"['pyss3', 'pytorch_geometric', 'gan', 'ray', 'catboost', 'ColossalAI', 'sinabs', 'bokeh', 'mlflow', 'feast', 'bentoml', 'LightGBM', 'detectron2', 'spaCy', 'determined', 'pytorch-lightning', 'pytorch', 'aim']"
220,27,MemberOf,view,1337,Weaknesses in the 2021 CWE Top 25 Most Dangerous Software Weaknesses,59,200,"['pyss3', 'pytorch_geometric', 'gan', 'ray', 'catboost', 'ColossalAI', 'sinabs', 'bokeh', 'mlflow', 'feast', 'bentoml', 'LightGBM', 'detectron2', 'spaCy', 'determined', 'pytorch-lightning', 'pytorch', 'aim']"
221,28,MemberOf,category,1345,OWASP Top Ten 2021 Category A01:2021 - Broken Access Control,59,200,"['pyss3', 'pytorch_geometric', 'gan', 'ray', 'catboost', 'ColossalAI', 'sinabs', 'bokeh', 'mlflow', 'feast', 'bentoml', 'LightGBM', 'detectron2', 'spaCy', 'determined', 'pytorch-lightning', 'pytorch', 'aim']"
222,29,MemberOf,view,1350,Weaknesses in the 2020 CWE Top 25 Most Dangerous Software Weaknesses,59,200,"['pyss3', 'pytorch_geometric', 'gan', 'ray', 'catboost', 'ColossalAI', 'sinabs', 'bokeh', 'mlflow', 'feast', 'bentoml', 'LightGBM', 'detectron2', 'spaCy', 'determined', 'pytorch-lightning', 'pytorch', 'aim']"
223,30,MemberOf,category,1417,Comprehensive Categorization: Sensitive Information Exposure,59,200,"['pyss3', 'pytorch_geometric', 'gan', 'ray', 'catboost', 'ColossalAI', 'sinabs', 'bokeh', 'mlflow', 'feast', 'bentoml', 'LightGBM', 'detectron2', 'spaCy', 'determined', 'pytorch-lightning', 'pytorch', 'aim']"
224,31,MemberOf,view,1430,Weaknesses in the 2024 CWE Top 25 Most Dangerous Software Weaknesses,59,200,"['pyss3', 'pytorch_geometric', 'gan', 'ray', 'catboost', 'ColossalAI', 'sinabs', 'bokeh', 'mlflow', 'feast', 'bentoml', 'LightGBM', 'detectron2', 'spaCy', 'determined', 'pytorch-lightning', 'pytorch', 'aim']"
225,4,ChildOf,class,200,Exposure of Sensitive Information to an Unauthorized Actor,78,209,"['mindsdb', 'ray', 'catboost', 'deepface', 'ColossalAI', 'litellm', 'open-webui', 'machine-learning', 'superset', 'evidently', 'pytorch', 'joliGEN', 'DIGITS', 'blaze', 'danswerai']"
226,5,ChildOf,class,755,Improper Handling of Exceptional Conditions,78,209,"['mindsdb', 'ray', 'catboost', 'deepface', 'ColossalAI', 'litellm', 'open-webui', 'machine-learning', 'superset', 'evidently', 'pytorch', 'joliGEN', 'DIGITS', 'blaze', 'danswerai']"
227,6,ParentOf,base,210,Self-generated Error Message Containing Sensitive Information,78,209,"['mindsdb', 'ray', 'catboost', 'deepface', 'ColossalAI', 'litellm', 'open-webui', 'machine-learning', 'superset', 'evidently', 'pytorch', 'joliGEN', 'DIGITS', 'blaze', 'danswerai']"
228,7,ParentOf,base,211,Externally-Generated Error Message Containing Sensitive Information,78,209,"['mindsdb', 'ray', 'catboost', 'deepface', 'ColossalAI', 'litellm', 'open-webui', 'machine-learning', 'superset', 'evidently', 'pytorch', 'joliGEN', 'DIGITS', 'blaze', 'danswerai']"
229,8,ParentOf,variant,550,Server-generated Error Message Containing Sensitive Information,78,209,"['mindsdb', 'ray', 'catboost', 'deepface', 'ColossalAI', 'litellm', 'open-webui', 'machine-learning', 'superset', 'evidently', 'pytorch', 'joliGEN', 'DIGITS', 'blaze', 'danswerai']"
230,9,PeerOf,base,1295,Debug Messages Revealing Unnecessary Information,78,209,"['mindsdb', 'ray', 'catboost', 'deepface', 'ColossalAI', 'litellm', 'open-webui', 'machine-learning', 'superset', 'evidently', 'pytorch', 'joliGEN', 'DIGITS', 'blaze', 'danswerai']"
231,10,CanFollow,variant,600,Uncaught Exception in Servlet,78,209,"['mindsdb', 'ray', 'catboost', 'deepface', 'ColossalAI', 'litellm', 'open-webui', 'machine-learning', 'superset', 'evidently', 'pytorch', 'joliGEN', 'DIGITS', 'blaze', 'danswerai']"
232,11,CanFollow,base,756,Missing Custom Error Page,78,209,"['mindsdb', 'ray', 'catboost', 'deepface', 'ColossalAI', 'litellm', 'open-webui', 'machine-learning', 'superset', 'evidently', 'pytorch', 'joliGEN', 'DIGITS', 'blaze', 'danswerai']"
233,12,MemberOf,category,199,Information Management Errors,78,209,"['mindsdb', 'ray', 'catboost', 'deepface', 'ColossalAI', 'litellm', 'open-webui', 'machine-learning', 'superset', 'evidently', 'pytorch', 'joliGEN', 'DIGITS', 'blaze', 'danswerai']"
234,13,MemberOf,category,389,"Error Conditions, Return Values, Status Codes",78,209,"['mindsdb', 'ray', 'catboost', 'deepface', 'ColossalAI', 'litellm', 'open-webui', 'machine-learning', 'superset', 'evidently', 'pytorch', 'joliGEN', 'DIGITS', 'blaze', 'danswerai']"
235,14,ChildOf,class,200,Exposure of Sensitive Information to an Unauthorized Actor,78,209,"['mindsdb', 'ray', 'catboost', 'deepface', 'ColossalAI', 'litellm', 'open-webui', 'machine-learning', 'superset', 'evidently', 'pytorch', 'joliGEN', 'DIGITS', 'blaze', 'danswerai']"
236,15,MemberOf,category,1015,Limit Access,78,209,"['mindsdb', 'ray', 'catboost', 'deepface', 'ColossalAI', 'litellm', 'open-webui', 'machine-learning', 'superset', 'evidently', 'pytorch', 'joliGEN', 'DIGITS', 'blaze', 'danswerai']"
237,16,MemberOf,category,717,OWASP Top Ten 2007 Category A6 - Information Leakage and Improper Error Handling,78,209,"['mindsdb', 'ray', 'catboost', 'deepface', 'ColossalAI', 'litellm', 'open-webui', 'machine-learning', 'superset', 'evidently', 'pytorch', 'joliGEN', 'DIGITS', 'blaze', 'danswerai']"
238,17,MemberOf,category,728,OWASP Top Ten 2004 Category A7 - Improper Error Handling,78,209,"['mindsdb', 'ray', 'catboost', 'deepface', 'ColossalAI', 'litellm', 'open-webui', 'machine-learning', 'superset', 'evidently', 'pytorch', 'joliGEN', 'DIGITS', 'blaze', 'danswerai']"
239,18,MemberOf,category,731,OWASP Top Ten 2004 Category A10 - Insecure Configuration Management,78,209,"['mindsdb', 'ray', 'catboost', 'deepface', 'ColossalAI', 'litellm', 'open-webui', 'machine-learning', 'superset', 'evidently', 'pytorch', 'joliGEN', 'DIGITS', 'blaze', 'danswerai']"
240,19,MemberOf,category,751,2009 Top 25 - Insecure Interaction Between Components,78,209,"['mindsdb', 'ray', 'catboost', 'deepface', 'ColossalAI', 'litellm', 'open-webui', 'machine-learning', 'superset', 'evidently', 'pytorch', 'joliGEN', 'DIGITS', 'blaze', 'danswerai']"
241,20,MemberOf,category,801,2010 Top 25 - Insecure Interaction Between Components,78,209,"['mindsdb', 'ray', 'catboost', 'deepface', 'ColossalAI', 'litellm', 'open-webui', 'machine-learning', 'superset', 'evidently', 'pytorch', 'joliGEN', 'DIGITS', 'blaze', 'danswerai']"
242,21,MemberOf,category,815,OWASP Top Ten 2010 Category A6 - Security Misconfiguration,78,209,"['mindsdb', 'ray', 'catboost', 'deepface', 'ColossalAI', 'litellm', 'open-webui', 'machine-learning', 'superset', 'evidently', 'pytorch', 'joliGEN', 'DIGITS', 'blaze', 'danswerai']"
243,22,MemberOf,category,851,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 8 - Exceptional Behavior (ERR),78,209,"['mindsdb', 'ray', 'catboost', 'deepface', 'ColossalAI', 'litellm', 'open-webui', 'machine-learning', 'superset', 'evidently', 'pytorch', 'joliGEN', 'DIGITS', 'blaze', 'danswerai']"
244,23,MemberOf,category,867,2011 Top 25 - Weaknesses On the Cusp,78,209,"['mindsdb', 'ray', 'catboost', 'deepface', 'ColossalAI', 'litellm', 'open-webui', 'machine-learning', 'superset', 'evidently', 'pytorch', 'joliGEN', 'DIGITS', 'blaze', 'danswerai']"
245,24,MemberOf,category,880,CERT C++ Secure Coding Section 12 - Exceptions and Error Handling (ERR),78,209,"['mindsdb', 'ray', 'catboost', 'deepface', 'ColossalAI', 'litellm', 'open-webui', 'machine-learning', 'superset', 'evidently', 'pytorch', 'joliGEN', 'DIGITS', 'blaze', 'danswerai']"
246,25,MemberOf,view,884,CWE Cross-section,78,209,"['mindsdb', 'ray', 'catboost', 'deepface', 'ColossalAI', 'litellm', 'open-webui', 'machine-learning', 'superset', 'evidently', 'pytorch', 'joliGEN', 'DIGITS', 'blaze', 'danswerai']"
247,26,MemberOf,category,933,OWASP Top Ten 2013 Category A5 - Security Misconfiguration,78,209,"['mindsdb', 'ray', 'catboost', 'deepface', 'ColossalAI', 'litellm', 'open-webui', 'machine-learning', 'superset', 'evidently', 'pytorch', 'joliGEN', 'DIGITS', 'blaze', 'danswerai']"
248,27,MemberOf,category,963,SFP Secondary Cluster: Exposed Data,78,209,"['mindsdb', 'ray', 'catboost', 'deepface', 'ColossalAI', 'litellm', 'open-webui', 'machine-learning', 'superset', 'evidently', 'pytorch', 'joliGEN', 'DIGITS', 'blaze', 'danswerai']"
249,28,MemberOf,category,1032,OWASP Top Ten 2017 Category A6 - Security Misconfiguration,78,209,"['mindsdb', 'ray', 'catboost', 'deepface', 'ColossalAI', 'litellm', 'open-webui', 'machine-learning', 'superset', 'evidently', 'pytorch', 'joliGEN', 'DIGITS', 'blaze', 'danswerai']"
250,29,MemberOf,category,1348,OWASP Top Ten 2021 Category A04:2021 - Insecure Design,78,209,"['mindsdb', 'ray', 'catboost', 'deepface', 'ColossalAI', 'litellm', 'open-webui', 'machine-learning', 'superset', 'evidently', 'pytorch', 'joliGEN', 'DIGITS', 'blaze', 'danswerai']"
251,30,MemberOf,category,1417,Comprehensive Categorization: Sensitive Information Exposure,78,209,"['mindsdb', 'ray', 'catboost', 'deepface', 'ColossalAI', 'litellm', 'open-webui', 'machine-learning', 'superset', 'evidently', 'pytorch', 'joliGEN', 'DIGITS', 'blaze', 'danswerai']"
252,3,ChildOf,class,200,Exposure of Sensitive Information to an Unauthorized Actor,78,497,"['mindsdb', 'ray', 'catboost', 'deepface', 'ColossalAI', 'litellm', 'open-webui', 'machine-learning', 'superset', 'evidently', 'pytorch', 'joliGEN', 'DIGITS', 'blaze', 'danswerai']"
253,4,ParentOf,base,214,Invocation of Process Using Visible Sensitive Information,78,497,"['mindsdb', 'ray', 'catboost', 'deepface', 'ColossalAI', 'litellm', 'open-webui', 'machine-learning', 'superset', 'evidently', 'pytorch', 'joliGEN', 'DIGITS', 'blaze', 'danswerai']"
254,5,ParentOf,variant,548,Exposure of Information Through Directory Listing,78,497,"['mindsdb', 'ray', 'catboost', 'deepface', 'ColossalAI', 'litellm', 'open-webui', 'machine-learning', 'superset', 'evidently', 'pytorch', 'joliGEN', 'DIGITS', 'blaze', 'danswerai']"
255,6,MemberOf,category,199,Information Management Errors,78,497,"['mindsdb', 'ray', 'catboost', 'deepface', 'ColossalAI', 'litellm', 'open-webui', 'machine-learning', 'superset', 'evidently', 'pytorch', 'joliGEN', 'DIGITS', 'blaze', 'danswerai']"
256,7,MemberOf,category,485,7PK - Encapsulation,78,497,"['mindsdb', 'ray', 'catboost', 'deepface', 'ColossalAI', 'litellm', 'open-webui', 'machine-learning', 'superset', 'evidently', 'pytorch', 'joliGEN', 'DIGITS', 'blaze', 'danswerai']"
257,8,MemberOf,category,851,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 8 - Exceptional Behavior (ERR),78,497,"['mindsdb', 'ray', 'catboost', 'deepface', 'ColossalAI', 'litellm', 'open-webui', 'machine-learning', 'superset', 'evidently', 'pytorch', 'joliGEN', 'DIGITS', 'blaze', 'danswerai']"
258,9,MemberOf,category,880,CERT C++ Secure Coding Section 12 - Exceptions and Error Handling (ERR),78,497,"['mindsdb', 'ray', 'catboost', 'deepface', 'ColossalAI', 'litellm', 'open-webui', 'machine-learning', 'superset', 'evidently', 'pytorch', 'joliGEN', 'DIGITS', 'blaze', 'danswerai']"
259,10,MemberOf,category,963,SFP Secondary Cluster: Exposed Data,78,497,"['mindsdb', 'ray', 'catboost', 'deepface', 'ColossalAI', 'litellm', 'open-webui', 'machine-learning', 'superset', 'evidently', 'pytorch', 'joliGEN', 'DIGITS', 'blaze', 'danswerai']"
260,11,MemberOf,category,1345,OWASP Top Ten 2021 Category A01:2021 - Broken Access Control,78,497,"['mindsdb', 'ray', 'catboost', 'deepface', 'ColossalAI', 'litellm', 'open-webui', 'machine-learning', 'superset', 'evidently', 'pytorch', 'joliGEN', 'DIGITS', 'blaze', 'danswerai']"
261,12,MemberOf,category,1417,Comprehensive Categorization: Sensitive Information Exposure,78,497,"['mindsdb', 'ray', 'catboost', 'deepface', 'ColossalAI', 'litellm', 'open-webui', 'machine-learning', 'superset', 'evidently', 'pytorch', 'joliGEN', 'DIGITS', 'blaze', 'danswerai']"
262,4,ChildOf,class,610,Externally Controlled Reference to a Resource in Another Sphere,10,601,"['face_recognition', 'superset', 'DIGITS']"
263,5,MemberOf,category,19,Data Processing Errors,10,601,"['face_recognition', 'superset', 'DIGITS']"
264,6,ChildOf,class,610,Externally Controlled Reference to a Resource in Another Sphere,10,601,"['face_recognition', 'superset', 'DIGITS']"
265,7,MemberOf,category,1019,Validate Inputs,10,601,"['face_recognition', 'superset', 'DIGITS']"
266,8,MemberOf,category,722,OWASP Top Ten 2004 Category A1 - Unvalidated Input,10,601,"['face_recognition', 'superset', 'DIGITS']"
267,9,MemberOf,category,801,2010 Top 25 - Insecure Interaction Between Components,10,601,"['face_recognition', 'superset', 'DIGITS']"
268,10,MemberOf,category,819,OWASP Top Ten 2010 Category A10 - Unvalidated Redirects and Forwards,10,601,"['face_recognition', 'superset', 'DIGITS']"
269,11,MemberOf,category,864,2011 Top 25 - Insecure Interaction Between Components,10,601,"['face_recognition', 'superset', 'DIGITS']"
270,12,MemberOf,view,884,CWE Cross-section,10,601,"['face_recognition', 'superset', 'DIGITS']"
271,13,MemberOf,category,938,OWASP Top Ten 2013 Category A10 - Unvalidated Redirects and Forwards,10,601,"['face_recognition', 'superset', 'DIGITS']"
272,14,MemberOf,category,990,SFP Secondary Cluster: Tainted Input to Command,10,601,"['face_recognition', 'superset', 'DIGITS']"
273,15,MemberOf,category,1345,OWASP Top Ten 2021 Category A01:2021 - Broken Access Control,10,601,"['face_recognition', 'superset', 'DIGITS']"
274,16,MemberOf,category,1382,ICS Operations (& Maintenance): Emerging Energy Technologies,10,601,"['face_recognition', 'superset', 'DIGITS']"
275,17,MemberOf,category,1396,Comprehensive Categorization: Access Control,10,601,"['face_recognition', 'superset', 'DIGITS']"
276,4,ChildOf,class,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),3,94,"['open-webui', 'cornac']"
277,5,ChildOf,class,913,Improper Control of Dynamically-Managed Code Resources,3,94,"['open-webui', 'cornac']"
278,6,ParentOf,variant,95,Improper Neutralization of Directives in Dynamically Evaluated Code ('Eval Injection'),3,94,"['open-webui', 'cornac']"
279,7,ParentOf,base,96,Improper Neutralization of Directives in Statically Saved Code ('Static Code Injection'),3,94,"['open-webui', 'cornac']"
280,8,ParentOf,base,1336,Improper Neutralization of Special Elements Used in a Template Engine,3,94,"['open-webui', 'cornac']"
281,9,CanFollow,variant,98,Improper Control of Filename for Include/Require Statement in PHP Program ('PHP Remote File Inclusion'),3,94,"['open-webui', 'cornac']"
282,10,MemberOf,category,137,Data Neutralization Issues,3,94,"['open-webui', 'cornac']"
283,11,ChildOf,class,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),3,94,"['open-webui', 'cornac']"
284,12,MemberOf,category,1019,Validate Inputs,3,94,"['open-webui', 'cornac']"
285,13,MemberOf,view,635,Weaknesses Originally Used by NVD from 2008 to 2016,3,94,"['open-webui', 'cornac']"
286,14,MemberOf,category,752,2009 Top 25 - Risky Resource Management,3,94,"['open-webui', 'cornac']"
287,15,MemberOf,view,884,CWE Cross-section,3,94,"['open-webui', 'cornac']"
288,16,MemberOf,category,991,SFP Secondary Cluster: Tainted Input to Environment,3,94,"['open-webui', 'cornac']"
289,17,MemberOf,view,1200,Weaknesses in the 2019 CWE Top 25 Most Dangerous Software Errors,3,94,"['open-webui', 'cornac']"
290,18,MemberOf,category,1347,OWASP Top Ten 2021 Category A03:2021 - Injection,3,94,"['open-webui', 'cornac']"
291,19,MemberOf,view,1350,Weaknesses in the 2020 CWE Top 25 Most Dangerous Software Weaknesses,3,94,"['open-webui', 'cornac']"
292,20,MemberOf,view,1387,Weaknesses in the 2022 CWE Top 25 Most Dangerous Software Weaknesses,3,94,"['open-webui', 'cornac']"
293,21,MemberOf,category,1409,Comprehensive Categorization: Injection,3,94,"['open-webui', 'cornac']"
294,22,MemberOf,view,1425,Weaknesses in the 2023 CWE Top 25 Most Dangerous Software Weaknesses,3,94,"['open-webui', 'cornac']"
295,23,MemberOf,view,1430,Weaknesses in the 2024 CWE Top 25 Most Dangerous Software Weaknesses,3,94,"['open-webui', 'cornac']"
296,3,ChildOf,base,94,Improper Control of Generation of Code ('Code Injection'),3,95,"['open-webui', 'cornac']"
297,4,MemberOf,category,1019,Validate Inputs,3,95,"['open-webui', 'cornac']"
298,5,MemberOf,category,714,OWASP Top Ten 2007 Category A3 - Malicious File Execution,3,95,"['open-webui', 'cornac']"
299,6,MemberOf,category,727,OWASP Top Ten 2004 Category A6 - Injection Flaws,3,95,"['open-webui', 'cornac']"
300,7,MemberOf,view,884,CWE Cross-section,3,95,"['open-webui', 'cornac']"
301,8,MemberOf,category,990,SFP Secondary Cluster: Tainted Input to Command,3,95,"['open-webui', 'cornac']"
302,9,MemberOf,category,1179,SEI CERT Perl Coding Standard - Guidelines 01. Input Validation and Data Sanitization (IDS),3,95,"['open-webui', 'cornac']"
303,10,MemberOf,category,1347,OWASP Top Ten 2021 Category A03:2021 - Injection,3,95,"['open-webui', 'cornac']"
304,11,MemberOf,category,1409,Comprehensive Categorization: Injection,3,95,"['open-webui', 'cornac']"
305,3,ChildOf,pillar,707,Improper Neutralization,3,116,"['PyTorchCV', 'mindsdb', 'catboost', 'deepface', 'open-webui', 'machine-learning', 'mlflow', 'cornac', 'pytorch']"
306,4,ParentOf,base,117,Improper Output Neutralization for Logs,3,116,"['PyTorchCV', 'mindsdb', 'catboost', 'deepface', 'open-webui', 'machine-learning', 'mlflow', 'cornac', 'pytorch']"
307,5,ParentOf,variant,644,Improper Neutralization of HTTP Headers for Scripting Syntax,3,116,"['PyTorchCV', 'mindsdb', 'catboost', 'deepface', 'open-webui', 'machine-learning', 'mlflow', 'cornac', 'pytorch']"
308,6,ParentOf,base,838,Inappropriate Encoding for Output Context,3,116,"['PyTorchCV', 'mindsdb', 'catboost', 'deepface', 'open-webui', 'machine-learning', 'mlflow', 'cornac', 'pytorch']"
309,7,CanPrecede,class,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),3,116,"['PyTorchCV', 'mindsdb', 'catboost', 'deepface', 'open-webui', 'machine-learning', 'mlflow', 'cornac', 'pytorch']"
310,8,MemberOf,view,1003,Weaknesses for Simplified Mapping of Published Vulnerabilities,3,116,"['PyTorchCV', 'mindsdb', 'catboost', 'deepface', 'open-webui', 'machine-learning', 'mlflow', 'cornac', 'pytorch']"
311,9,ParentOf,base,838,Inappropriate Encoding for Output Context,3,116,"['PyTorchCV', 'mindsdb', 'catboost', 'deepface', 'open-webui', 'machine-learning', 'mlflow', 'cornac', 'pytorch']"
312,10,MemberOf,category,751,2009 Top 25 - Insecure Interaction Between Components,3,116,"['PyTorchCV', 'mindsdb', 'catboost', 'deepface', 'open-webui', 'machine-learning', 'mlflow', 'cornac', 'pytorch']"
313,11,MemberOf,category,845,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 2 - Input Validation and Data Sanitization (IDS),3,116,"['PyTorchCV', 'mindsdb', 'catboost', 'deepface', 'open-webui', 'machine-learning', 'mlflow', 'cornac', 'pytorch']"
314,12,MemberOf,category,883,CERT C++ Secure Coding Section 49 - Miscellaneous (MSC),3,116,"['PyTorchCV', 'mindsdb', 'catboost', 'deepface', 'open-webui', 'machine-learning', 'mlflow', 'cornac', 'pytorch']"
315,13,MemberOf,category,992,SFP Secondary Cluster: Faulty Input Transformation,3,116,"['PyTorchCV', 'mindsdb', 'catboost', 'deepface', 'open-webui', 'machine-learning', 'mlflow', 'cornac', 'pytorch']"
316,14,MemberOf,category,1134,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 00. Input Validation and Data Sanitization (IDS),3,116,"['PyTorchCV', 'mindsdb', 'catboost', 'deepface', 'open-webui', 'machine-learning', 'mlflow', 'cornac', 'pytorch']"
317,15,MemberOf,category,1179,SEI CERT Perl Coding Standard - Guidelines 01. Input Validation and Data Sanitization (IDS),3,116,"['PyTorchCV', 'mindsdb', 'catboost', 'deepface', 'open-webui', 'machine-learning', 'mlflow', 'cornac', 'pytorch']"
318,16,MemberOf,category,1347,OWASP Top Ten 2021 Category A03:2021 - Injection,3,116,"['PyTorchCV', 'mindsdb', 'catboost', 'deepface', 'open-webui', 'machine-learning', 'mlflow', 'cornac', 'pytorch']"
319,17,MemberOf,category,1407,Comprehensive Categorization: Improper Neutralization,3,116,"['PyTorchCV', 'mindsdb', 'catboost', 'deepface', 'open-webui', 'machine-learning', 'mlflow', 'cornac', 'pytorch']"
320,4,ChildOf,class,913,Improper Control of Dynamically-Managed Code Resources,3,502,"['superset', 'mars', 'ray']"
321,5,PeerOf,base,915,Improperly Controlled Modification of Dynamically-Determined Object Attributes,3,502,"['superset', 'mars', 'ray']"
322,6,MemberOf,category,399,Resource Management Errors,3,502,"['superset', 'mars', 'ray']"
323,7,ChildOf,class,913,Improper Control of Dynamically-Managed Code Resources,3,502,"['superset', 'mars', 'ray']"
324,8,MemberOf,category,1019,Validate Inputs,3,502,"['superset', 'mars', 'ray']"
325,9,MemberOf,category,858,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 15 - Serialization (SER),3,502,"['superset', 'mars', 'ray']"
326,10,MemberOf,view,884,CWE Cross-section,3,502,"['superset', 'mars', 'ray']"
327,11,MemberOf,category,994,SFP Secondary Cluster: Tainted Input to Variable,3,502,"['superset', 'mars', 'ray']"
328,12,MemberOf,category,1034,OWASP Top Ten 2017 Category A8 - Insecure Deserialization,3,502,"['superset', 'mars', 'ray']"
329,13,MemberOf,category,1148,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 14. Serialization (SER),3,502,"['superset', 'mars', 'ray']"
330,14,MemberOf,view,1200,Weaknesses in the 2019 CWE Top 25 Most Dangerous Software Errors,3,502,"['superset', 'mars', 'ray']"
331,15,MemberOf,category,1308,CISQ Quality Measures - Security,3,502,"['superset', 'mars', 'ray']"
332,16,MemberOf,view,1337,Weaknesses in the 2021 CWE Top 25 Most Dangerous Software Weaknesses,3,502,"['superset', 'mars', 'ray']"
333,17,MemberOf,view,1340,CISQ Data Protection Measures,3,502,"['superset', 'mars', 'ray']"
334,18,MemberOf,view,1350,Weaknesses in the 2020 CWE Top 25 Most Dangerous Software Weaknesses,3,502,"['superset', 'mars', 'ray']"
335,19,MemberOf,category,1354,OWASP Top Ten 2021 Category A08:2021 - Software and Data Integrity Failures,3,502,"['superset', 'mars', 'ray']"
336,20,MemberOf,view,1387,Weaknesses in the 2022 CWE Top 25 Most Dangerous Software Weaknesses,3,502,"['superset', 'mars', 'ray']"
337,21,MemberOf,category,1415,Comprehensive Categorization: Resource Control,3,502,"['superset', 'mars', 'ray']"
338,22,MemberOf,view,1425,Weaknesses in the 2023 CWE Top 25 Most Dangerous Software Weaknesses,3,502,"['superset', 'mars', 'ray']"
339,23,MemberOf,view,1430,Weaknesses in the 2024 CWE Top 25 Most Dangerous Software Weaknesses,3,502,"['superset', 'mars', 'ray']"
340,4,ChildOf,class,441,Unintended Proxy or Intermediary ('Confused Deputy'),10,918,"['mindsdb', 'deepface', 'open-webui', 'machine-learning', 'cortex', 'danswerai']"
341,5,MemberOf,category,417,Communication Channel Errors,10,918,"['mindsdb', 'deepface', 'open-webui', 'machine-learning', 'cortex', 'danswerai']"
342,6,ChildOf,class,610,Externally Controlled Reference to a Resource in Another Sphere,10,918,"['mindsdb', 'deepface', 'open-webui', 'machine-learning', 'cortex', 'danswerai']"
343,7,MemberOf,view,1337,Weaknesses in the 2021 CWE Top 25 Most Dangerous Software Weaknesses,10,918,"['mindsdb', 'deepface', 'open-webui', 'machine-learning', 'cortex', 'danswerai']"
344,8,MemberOf,category,1356,OWASP Top Ten 2021 Category A10:2021 - Server-Side Request Forgery (SSRF),10,918,"['mindsdb', 'deepface', 'open-webui', 'machine-learning', 'cortex', 'danswerai']"
345,9,MemberOf,view,1387,Weaknesses in the 2022 CWE Top 25 Most Dangerous Software Weaknesses,10,918,"['mindsdb', 'deepface', 'open-webui', 'machine-learning', 'cortex', 'danswerai']"
346,10,MemberOf,category,1396,Comprehensive Categorization: Access Control,10,918,"['mindsdb', 'deepface', 'open-webui', 'machine-learning', 'cortex', 'danswerai']"
347,11,MemberOf,view,1425,Weaknesses in the 2023 CWE Top 25 Most Dangerous Software Weaknesses,10,918,"['mindsdb', 'deepface', 'open-webui', 'machine-learning', 'cortex', 'danswerai']"
348,12,MemberOf,view,1430,Weaknesses in the 2024 CWE Top 25 Most Dangerous Software Weaknesses,10,918,"['mindsdb', 'deepface', 'open-webui', 'machine-learning', 'cortex', 'danswerai']"
349,3,ChildOf,pillar,707,Improper Neutralization,2,20,"['spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai']"
350,4,ParentOf,base,179,Incorrect Behavior Order: Early Validation,2,20,"['spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai']"
