,number,created_at,updated_at,url,html_url,state,fixed_at,dismissed_by,dismissed_at,dismissed_reason,dismissed_comment,instances_url,rule.id,rule.severity,rule.description,rule.name,rule.tags,rule.security_severity_level,tool.name,tool.guid,tool.version,most_recent_instance.ref,most_recent_instance.analysis_key,most_recent_instance.environment,most_recent_instance.category,most_recent_instance.state,most_recent_instance.commit_sha,most_recent_instance.message.text,most_recent_instance.location.path,most_recent_instance.location.start_line,most_recent_instance.location.end_line,most_recent_instance.location.start_column,most_recent_instance.location.end_column,most_recent_instance.classifications,repo_name
26,102,2024-05-19T18:49:11Z,2024-05-19T18:49:14Z,https://api.github.com/repos/fcas/catboost/code-scanning/alerts/102,https://github.com/fcas/catboost/security/code-scanning/102,open,,,,,,https://api.github.com/repos/fcas/catboost/code-scanning/alerts/102/instances,py/insecure-temporary-file,error,Insecure temporary file,py/insecure-temporary-file,"['external/cwe/cwe-377', 'security']",high,CodeQL,,2.17.2,refs/heads/master,.github/workflows/codeql.yml:analyze,"{""build-mode"":""none"",""language"":""python""}",/language:python,open,bf18c34279ec5c5f0cb8308cd6a2b5420549216a,Call to deprecated function tempfile.mktemp may be insecure.,catboost/python-package/catboost/datasets.py,298,298,17,34,[],catboost
27,101,2024-05-19T18:49:11Z,2024-05-19T18:49:14Z,https://api.github.com/repos/fcas/catboost/code-scanning/alerts/101,https://github.com/fcas/catboost/security/code-scanning/101,open,,,,,,https://api.github.com/repos/fcas/catboost/code-scanning/alerts/101/instances,py/insecure-temporary-file,error,Insecure temporary file,py/insecure-temporary-file,"['external/cwe/cwe-377', 'security']",high,CodeQL,,2.17.2,refs/heads/master,.github/workflows/codeql.yml:analyze,"{""build-mode"":""none"",""language"":""python""}",/language:python,open,bf18c34279ec5c5f0cb8308cd6a2b5420549216a,Call to deprecated function tempfile.mktemp may be insecure.,catboost/python-package/catboost/datasets.py,291,291,18,35,[],catboost
28,100,2024-05-19T18:49:11Z,2024-05-19T18:49:14Z,https://api.github.com/repos/fcas/catboost/code-scanning/alerts/100,https://github.com/fcas/catboost/security/code-scanning/100,open,,,,,,https://api.github.com/repos/fcas/catboost/code-scanning/alerts/100/instances,py/insecure-temporary-file,error,Insecure temporary file,py/insecure-temporary-file,"['external/cwe/cwe-377', 'security']",high,CodeQL,,2.17.2,refs/heads/master,.github/workflows/codeql.yml:analyze,"{""build-mode"":""none"",""language"":""python""}",/language:python,open,bf18c34279ec5c5f0cb8308cd6a2b5420549216a,Call to deprecated function tempfile.mktemp may be insecure.,catboost/python-package/catboost/datasets.py,106,106,25,42,[],catboost
29,99,2024-05-19T18:49:11Z,2024-05-19T18:49:14Z,https://api.github.com/repos/fcas/catboost/code-scanning/alerts/99,https://github.com/fcas/catboost/security/code-scanning/99,open,,,,,,https://api.github.com/repos/fcas/catboost/code-scanning/alerts/99/instances,py/insecure-temporary-file,error,Insecure temporary file,py/insecure-temporary-file,"['external/cwe/cwe-377', 'security']",high,CodeQL,,2.17.2,refs/heads/master,.github/workflows/codeql.yml:analyze,"{""build-mode"":""none"",""language"":""python""}",/language:python,open,bf18c34279ec5c5f0cb8308cd6a2b5420549216a,Call to deprecated function tempfile.mktemp may be insecure.,catboost/python-package/catboost/datasets.py,105,105,26,43,[],catboost
0,1,2024-05-19T01:17:00Z,2024-05-19T01:17:00Z,https://api.github.com/repos/fcas/CompreFace/code-scanning/alerts/1,https://github.com/fcas/CompreFace/security/code-scanning/1,open,,,,,,https://api.github.com/repos/fcas/CompreFace/code-scanning/alerts/1/instances,py/flask-debug,error,Flask app is run in debug mode,py/flask-debug,"['external/cwe/cwe-215', 'external/cwe/cwe-489', 'security']",high,CodeQL,,2.17.3,refs/heads/master,.github/workflows/codeql.yml:analyze,"{""build-mode"":""none"",""language"":""python""}",/language:python,open,def78accd59ad589605ce8017ec8eaa2ef37d309,A Flask app appears to be run in debug mode. This may allow an attacker to run arbitrary code through the debugger.,embedding-calculator/src/app.py,63,63,5,98,[],CompreFace
0,1,2024-05-19T02:42:45Z,2024-05-19T02:42:46Z,https://api.github.com/repos/fcas/Theano/code-scanning/alerts/1,https://github.com/fcas/Theano/security/code-scanning/1,open,,,,,,https://api.github.com/repos/fcas/Theano/code-scanning/alerts/1/instances,py/overly-large-range,warning,Overly permissive regular expression range,py/overly-large-range,"['correctness', 'external/cwe/cwe-020', 'security']",medium,CodeQL,,2.17.3,refs/heads/master,.github/workflows/codeql.yml:analyze,"{""build-mode"":""none"",""language"":""python""}",/language:python,open,609dcd056c6731184209d2bdc36f0366d91b1f8c,"Suspicious character range that overlaps with 0-9 in the same character class, and overlaps with A-Z in the same character class, and is equivalent to \[""#$%&'()*+,\-.\/0-9:;<=>?@A-Z\\[\\\\]^_\].",theano/gof/cmodule.py,2395,2395,52,55,[],Theano
0,11,2024-05-19T04:24:50Z,2024-05-19T04:24:53Z,https://api.github.com/repos/fcas/pytorch-lightning/code-scanning/alerts/11,https://github.com/fcas/pytorch-lightning/security/code-scanning/11,open,,,,,,https://api.github.com/repos/fcas/pytorch-lightning/code-scanning/alerts/11/instances,py/path-injection,error,Uncontrolled data used in path expression,py/path-injection,"['correctness', 'external/cwe/cwe-022', 'external/cwe/cwe-023', 'external/cwe/cwe-036', 'external/cwe/cwe-073', 'external/cwe/cwe-099', 'security']",high,CodeQL,,2.17.3,refs/heads/master,.github/workflows/codeql.yml:analyze,"{""build-mode"":""none"",""language"":""python""}",/language:python,open,889da1c5e655a0012aca698c21aeeeebeff81c05,This path depends on a user-provided value.,src/lightning/app/storage/drive.py,328,328,31,67,[],pytorch-lightning
1,10,2024-05-19T04:24:50Z,2024-05-19T04:24:53Z,https://api.github.com/repos/fcas/pytorch-lightning/code-scanning/alerts/10,https://github.com/fcas/pytorch-lightning/security/code-scanning/10,open,,,,,,https://api.github.com/repos/fcas/pytorch-lightning/code-scanning/alerts/10/instances,py/path-injection,error,Uncontrolled data used in path expression,py/path-injection,"['correctness', 'external/cwe/cwe-022', 'external/cwe/cwe-023', 'external/cwe/cwe-036', 'external/cwe/cwe-073', 'external/cwe/cwe-099', 'security']",high,CodeQL,,2.17.3,refs/heads/master,.github/workflows/codeql.yml:analyze,"{""build-mode"":""none"",""language"":""python""}",/language:python,open,889da1c5e655a0012aca698c21aeeeebeff81c05,This path depends on a user-provided value.,src/lightning/app/storage/drive.py,114,114,15,65,[],pytorch-lightning
2,9,2024-05-19T04:24:50Z,2024-05-19T04:24:53Z,https://api.github.com/repos/fcas/pytorch-lightning/code-scanning/alerts/9,https://github.com/fcas/pytorch-lightning/security/code-scanning/9,open,,,,,,https://api.github.com/repos/fcas/pytorch-lightning/code-scanning/alerts/9/instances,py/path-injection,error,Uncontrolled data used in path expression,py/path-injection,"['correctness', 'external/cwe/cwe-022', 'external/cwe/cwe-023', 'external/cwe/cwe-036', 'external/cwe/cwe-073', 'external/cwe/cwe-099', 'security']",high,CodeQL,,2.17.3,refs/heads/master,.github/workflows/codeql.yml:analyze,"{""build-mode"":""none"",""language"":""python""}",/language:python,open,889da1c5e655a0012aca698c21aeeeebeff81c05,This path depends on a user-provided value.,src/lightning/app/storage/copier.py,141,141,33,44,[],pytorch-lightning
3,8,2024-05-19T04:24:50Z,2024-05-19T04:24:53Z,https://api.github.com/repos/fcas/pytorch-lightning/code-scanning/alerts/8,https://github.com/fcas/pytorch-lightning/security/code-scanning/8,open,,,,,,https://api.github.com/repos/fcas/pytorch-lightning/code-scanning/alerts/8/instances,py/path-injection,error,Uncontrolled data used in path expression,py/path-injection,"['correctness', 'external/cwe/cwe-022', 'external/cwe/cwe-023', 'external/cwe/cwe-036', 'external/cwe/cwe-073', 'external/cwe/cwe-099', 'security']",high,CodeQL,,2.17.3,refs/heads/master,.github/workflows/codeql.yml:analyze,"{""build-mode"":""none"",""language"":""python""}",/language:python,open,889da1c5e655a0012aca698c21aeeeebeff81c05,This path depends on a user-provided value.,src/lightning/app/storage/copier.py,140,140,8,19,[],pytorch-lightning
4,7,2024-05-19T04:24:50Z,2024-05-19T04:24:53Z,https://api.github.com/repos/fcas/pytorch-lightning/code-scanning/alerts/7,https://github.com/fcas/pytorch-lightning/security/code-scanning/7,open,,,,,,https://api.github.com/repos/fcas/pytorch-lightning/code-scanning/alerts/7/instances,py/path-injection,error,Uncontrolled data used in path expression,py/path-injection,"['correctness', 'external/cwe/cwe-022', 'external/cwe/cwe-023', 'external/cwe/cwe-036', 'external/cwe/cwe-073', 'external/cwe/cwe-099', 'security']",high,CodeQL,,2.17.3,refs/heads/master,.github/workflows/codeql.yml:analyze,"{""build-mode"":""none"",""language"":""python""}",/language:python,open,889da1c5e655a0012aca698c21aeeeebeff81c05,This path depends on a user-provided value.,src/lightning/app/core/api.py,333,333,19,27,[],pytorch-lightning
5,6,2024-05-19T04:24:50Z,2024-05-19T04:24:53Z,https://api.github.com/repos/fcas/pytorch-lightning/code-scanning/alerts/6,https://github.com/fcas/pytorch-lightning/security/code-scanning/6,open,,,,,,https://api.github.com/repos/fcas/pytorch-lightning/code-scanning/alerts/6/instances,py/bind-socket-all-network-interfaces,error,Binding a socket to all network interfaces,py/bind-socket-all-network-interfaces,"['external/cwe/cwe-200', 'security']",medium,CodeQL,,2.17.3,refs/heads/master,.github/workflows/codeql.yml:analyze,"{""build-mode"":""none"",""language"":""python""}",/language:python,open,889da1c5e655a0012aca698c21aeeeebeff81c05,'' binds a socket to all interfaces.,src/lightning/app/utilities/network.py,76,76,13,34,[],pytorch-lightning
6,5,2024-05-19T04:24:50Z,2024-05-19T04:24:53Z,https://api.github.com/repos/fcas/pytorch-lightning/code-scanning/alerts/5,https://github.com/fcas/pytorch-lightning/security/code-scanning/5,open,,,,,,https://api.github.com/repos/fcas/pytorch-lightning/code-scanning/alerts/5/instances,py/bind-socket-all-network-interfaces,error,Binding a socket to all network interfaces,py/bind-socket-all-network-interfaces,"['external/cwe/cwe-200', 'security']",medium,CodeQL,,2.17.3,refs/heads/master,.github/workflows/codeql.yml:analyze,"{""build-mode"":""none"",""language"":""python""}",/language:python,open,889da1c5e655a0012aca698c21aeeeebeff81c05,'' binds a socket to all interfaces.,src/lightning/app/utilities/network.py,48,48,9,27,[],pytorch-lightning
7,4,2024-05-19T04:24:50Z,2024-05-19T04:24:53Z,https://api.github.com/repos/fcas/pytorch-lightning/code-scanning/alerts/4,https://github.com/fcas/pytorch-lightning/security/code-scanning/4,open,,,,,,https://api.github.com/repos/fcas/pytorch-lightning/code-scanning/alerts/4/instances,py/bind-socket-all-network-interfaces,error,Binding a socket to all network interfaces,py/bind-socket-all-network-interfaces,"['external/cwe/cwe-200', 'security']",medium,CodeQL,,2.17.3,refs/heads/master,.github/workflows/codeql.yml:analyze,"{""build-mode"":""none"",""language"":""python""}",/language:python,open,889da1c5e655a0012aca698c21aeeeebeff81c05,'' binds a socket to all interfaces.,src/lightning/fabric/plugins/environments/lightning.py,116,116,5,20,[],pytorch-lightning
8,3,2024-05-19T04:24:50Z,2024-05-19T04:24:53Z,https://api.github.com/repos/fcas/pytorch-lightning/code-scanning/alerts/3,https://github.com/fcas/pytorch-lightning/security/code-scanning/3,open,,,,,,https://api.github.com/repos/fcas/pytorch-lightning/code-scanning/alerts/3/instances,py/incomplete-url-substring-sanitization,warning,Incomplete URL substring sanitization,py/incomplete-url-substring-sanitization,"['correctness', 'external/cwe/cwe-20', 'security']",high,CodeQL,,2.17.3,refs/heads/master,.github/workflows/codeql.yml:analyze,"{""build-mode"":""none"",""language"":""python""}",/language:python,open,889da1c5e655a0012aca698c21aeeeebeff81c05,The string github.com may be at an arbitrary position in the sanitized URL.,src/lightning/app/utilities/git.py,37,37,30,63,[],pytorch-lightning
9,2,2024-05-19T04:24:50Z,2024-05-19T04:24:53Z,https://api.github.com/repos/fcas/pytorch-lightning/code-scanning/alerts/2,https://github.com/fcas/pytorch-lightning/security/code-scanning/2,open,,,,,,https://api.github.com/repos/fcas/pytorch-lightning/code-scanning/alerts/2/instances,py/incomplete-url-substring-sanitization,warning,Incomplete URL substring sanitization,py/incomplete-url-substring-sanitization,"['correctness', 'external/cwe/cwe-20', 'security']",high,CodeQL,,2.17.3,refs/heads/master,.github/workflows/codeql.yml:analyze,"{""build-mode"":""none"",""language"":""python""}",/language:python,open,889da1c5e655a0012aca698c21aeeeebeff81c05,The string github.com may be at an arbitrary position in the sanitized URL.,src/lightning/app/cli/cmd_install.py,98,98,8,28,[],pytorch-lightning
10,1,2024-05-19T04:24:50Z,2024-05-19T04:24:53Z,https://api.github.com/repos/fcas/pytorch-lightning/code-scanning/alerts/1,https://github.com/fcas/pytorch-lightning/security/code-scanning/1,open,,,,,,https://api.github.com/repos/fcas/pytorch-lightning/code-scanning/alerts/1/instances,py/incomplete-url-substring-sanitization,warning,Incomplete URL substring sanitization,py/incomplete-url-substring-sanitization,"['correctness', 'external/cwe/cwe-20', 'security']",high,CodeQL,,2.17.3,refs/heads/master,.github/workflows/codeql.yml:analyze,"{""build-mode"":""none"",""language"":""python""}",/language:python,open,889da1c5e655a0012aca698c21aeeeebeff81c05,The string github.com may be at an arbitrary position in the sanitized URL.,src/lightning/app/cli/cmd_install.py,86,86,8,28,[],pytorch-lightning
0,43,2024-05-17T18:49:19Z,2024-05-17T18:49:21Z,https://api.github.com/repos/fcas/mlflow/code-scanning/alerts/43,https://github.com/fcas/mlflow/security/code-scanning/43,open,,,,,,https://api.github.com/repos/fcas/mlflow/code-scanning/alerts/43/instances,java/stack-trace-exposure,error,Information exposure through a stack trace,java/stack-trace-exposure,"['external/cwe/cwe-209', 'external/cwe/cwe-497', 'security']",medium,CodeQL,,2.17.2,refs/heads/master,.github/workflows/codeql.yml:analyze,"{""build-mode"":""none"",""language"":""java-kotlin""}",/language:java-kotlin,open,5eaf0680f5e6488e4b16db2100ee9eb9e4979a79,Error information can be exposed to an external user.,mlflow/java/scoring/src/main/java/org/mlflow/sagemaker/ScoringServer.java,214,214,38,53,[],mlflow
1,42,2024-05-17T18:46:29Z,2024-05-17T18:46:31Z,https://api.github.com/repos/fcas/mlflow/code-scanning/alerts/42,https://github.com/fcas/mlflow/security/code-scanning/42,open,,,,,,https://api.github.com/repos/fcas/mlflow/code-scanning/alerts/42/instances,py/clear-text-logging-sensitive-data,error,Clear-text logging of sensitive information,py/clear-text-logging-sensitive-data,"['external/cwe/cwe-312', 'external/cwe/cwe-359', 'external/cwe/cwe-532', 'security']",high,CodeQL,,2.17.2,refs/heads/master,.github/workflows/codeql.yml:analyze,"{""build-mode"":""none"",""language"":""python""}",/language:python,open,5eaf0680f5e6488e4b16db2100ee9eb9e4979a79,"This expression logs sensitive data (secret) as clear text.
This expression logs sensitive data (secret) as clear text.",mlflow/utils/databricks_utils.py,714,719,17,30,[],mlflow
2,41,2024-05-17T18:46:29Z,2024-05-17T18:46:31Z,https://api.github.com/repos/fcas/mlflow/code-scanning/alerts/41,https://github.com/fcas/mlflow/security/code-scanning/41,open,,,,,,https://api.github.com/repos/fcas/mlflow/code-scanning/alerts/41/instances,py/clear-text-logging-sensitive-data,error,Clear-text logging of sensitive information,py/clear-text-logging-sensitive-data,"['external/cwe/cwe-312', 'external/cwe/cwe-359', 'external/cwe/cwe-532', 'security']",high,CodeQL,,2.17.2,refs/heads/master,.github/workflows/codeql.yml:analyze,"{""build-mode"":""none"",""language"":""python""}",/language:python,open,5eaf0680f5e6488e4b16db2100ee9eb9e4979a79,"This expression logs sensitive data (password) as clear text.
This expression logs sensitive data (password) as clear text.",mlflow/server/auth/__init__.py,660,662,17,46,[],mlflow
3,40,2024-05-17T18:46:29Z,2024-05-17T18:46:31Z,https://api.github.com/repos/fcas/mlflow/code-scanning/alerts/40,https://github.com/fcas/mlflow/security/code-scanning/40,open,,,,,,https://api.github.com/repos/fcas/mlflow/code-scanning/alerts/40/instances,py/clear-text-storage-sensitive-data,error,Clear-text storage of sensitive information,py/clear-text-storage-sensitive-data,"['external/cwe/cwe-312', 'external/cwe/cwe-315', 'external/cwe/cwe-359', 'security']",high,CodeQL,,2.17.2,refs/heads/master,.github/workflows/codeql.yml:analyze,"{""build-mode"":""none"",""language"":""python""}",/language:python,open,5eaf0680f5e6488e4b16db2100ee9eb9e4979a79,This expression stores sensitive data (secret) as clear text.,mlflow/utils/request_utils.py,98,98,21,37,[],mlflow
4,39,2024-05-17T18:46:29Z,2024-05-17T18:46:31Z,https://api.github.com/repos/fcas/mlflow/code-scanning/alerts/39,https://github.com/fcas/mlflow/security/code-scanning/39,open,,,,,,https://api.github.com/repos/fcas/mlflow/code-scanning/alerts/39/instances,py/clear-text-storage-sensitive-data,error,Clear-text storage of sensitive information,py/clear-text-storage-sensitive-data,"['external/cwe/cwe-312', 'external/cwe/cwe-315', 'external/cwe/cwe-359', 'security']",high,CodeQL,,2.17.2,refs/heads/master,.github/workflows/codeql.yml:analyze,"{""build-mode"":""none"",""language"":""python""}",/language:python,open,5eaf0680f5e6488e4b16db2100ee9eb9e4979a79,This expression stores sensitive data (secret) as clear text.,mlflow/utils/file_utils.py,693,693,35,40,[],mlflow
5,38,2024-05-17T18:46:29Z,2024-05-17T18:46:31Z,https://api.github.com/repos/fcas/mlflow/code-scanning/alerts/38,https://github.com/fcas/mlflow/security/code-scanning/38,open,,,,,,https://api.github.com/repos/fcas/mlflow/code-scanning/alerts/38/instances,py/clear-text-storage-sensitive-data,error,Clear-text storage of sensitive information,py/clear-text-storage-sensitive-data,"['external/cwe/cwe-312', 'external/cwe/cwe-315', 'external/cwe/cwe-359', 'security']",high,CodeQL,,2.17.2,refs/heads/master,.github/workflows/codeql.yml:analyze,"{""build-mode"":""none"",""language"":""python""}",/language:python,open,5eaf0680f5e6488e4b16db2100ee9eb9e4979a79,This expression stores sensitive data (password) as clear text.,mlflow/models/docker_utils.py,115,124,13,14,[],mlflow
6,37,2024-05-17T18:46:29Z,2024-05-17T18:46:31Z,https://api.github.com/repos/fcas/mlflow/code-scanning/alerts/37,https://github.com/fcas/mlflow/security/code-scanning/37,open,,,,,,https://api.github.com/repos/fcas/mlflow/code-scanning/alerts/37/instances,py/clear-text-storage-sensitive-data,error,Clear-text storage of sensitive information,py/clear-text-storage-sensitive-data,"['external/cwe/cwe-312', 'external/cwe/cwe-315', 'external/cwe/cwe-359', 'security']",high,CodeQL,,2.17.2,refs/heads/master,.github/workflows/codeql.yml:analyze,"{""build-mode"":""none"",""language"":""python""}",/language:python,open,5eaf0680f5e6488e4b16db2100ee9eb9e4979a79,"This expression stores sensitive data (password) as clear text.
This expression stores sensitive data (password) as clear text.
This expression stores sensitive data (password) as clear text.",mlflow/utils/credentials.py,185,185,25,30,[],mlflow
7,36,2024-05-17T18:46:29Z,2024-05-17T18:46:31Z,https://api.github.com/repos/fcas/mlflow/code-scanning/alerts/36,https://github.com/fcas/mlflow/security/code-scanning/36,open,,,,,,https://api.github.com/repos/fcas/mlflow/code-scanning/alerts/36/instances,py/path-injection,error,Uncontrolled data used in path expression,py/path-injection,"['correctness', 'external/cwe/cwe-022', 'external/cwe/cwe-023', 'external/cwe/cwe-036', 'external/cwe/cwe-073', 'external/cwe/cwe-099', 'security']",high,CodeQL,,2.17.2,refs/heads/master,.github/workflows/codeql.yml:analyze,"{""build-mode"":""none"",""language"":""python""}",/language:python,open,5eaf0680f5e6488e4b16db2100ee9eb9e4979a79,This path depends on a user-provided value.,mlflow/server/handlers.py,1441,1441,19,28,[],mlflow
8,35,2024-05-17T18:46:29Z,2024-05-17T18:46:31Z,https://api.github.com/repos/fcas/mlflow/code-scanning/alerts/35,https://github.com/fcas/mlflow/security/code-scanning/35,open,,,,,,https://api.github.com/repos/fcas/mlflow/code-scanning/alerts/35/instances,py/path-injection,error,Uncontrolled data used in path expression,py/path-injection,"['correctness', 'external/cwe/cwe-022', 'external/cwe/cwe-023', 'external/cwe/cwe-036', 'external/cwe/cwe-073', 'external/cwe/cwe-099', 'security']",high,CodeQL,,2.17.2,refs/heads/master,.github/workflows/codeql.yml:analyze,"{""build-mode"":""none"",""language"":""python""}",/language:python,open,5eaf0680f5e6488e4b16db2100ee9eb9e4979a79,This path depends on a user-provided value.,mlflow/server/handlers.py,1439,1439,21,29,[],mlflow
9,34,2024-05-17T18:46:29Z,2024-05-17T18:46:31Z,https://api.github.com/repos/fcas/mlflow/code-scanning/alerts/34,https://github.com/fcas/mlflow/security/code-scanning/34,open,,,,,,https://api.github.com/repos/fcas/mlflow/code-scanning/alerts/34/instances,py/reflective-xss,error,Reflected server-side cross-site scripting,py/reflective-xss,"['external/cwe/cwe-079', 'external/cwe/cwe-116', 'security']",medium,CodeQL,,2.17.2,refs/heads/master,.github/workflows/codeql.yml:analyze,"{""build-mode"":""none"",""language"":""python""}",/language:python,open,5eaf0680f5e6488e4b16db2100ee9eb9e4979a79,Cross-site scripting vulnerability due to a user-provided value.,mlflow/server/__init__.py,108,108,12,35,[],mlflow
10,33,2024-05-17T18:46:29Z,2024-05-17T18:46:31Z,https://api.github.com/repos/fcas/mlflow/code-scanning/alerts/33,https://github.com/fcas/mlflow/security/code-scanning/33,open,,,,,,https://api.github.com/repos/fcas/mlflow/code-scanning/alerts/33/instances,py/bind-socket-all-network-interfaces,error,Binding a socket to all network interfaces,py/bind-socket-all-network-interfaces,"['external/cwe/cwe-200', 'security']",medium,CodeQL,,2.17.2,refs/heads/master,.github/workflows/codeql.yml:analyze,"{""build-mode"":""none"",""language"":""python""}",/language:python,open,5eaf0680f5e6488e4b16db2100ee9eb9e4979a79,'' binds a socket to all interfaces.,dev/server.py,13,13,9,24,[],mlflow
11,32,2024-05-17T18:46:20Z,2024-05-17T18:46:22Z,https://api.github.com/repos/fcas/mlflow/code-scanning/alerts/32,https://github.com/fcas/mlflow/security/code-scanning/32,open,,,,,,https://api.github.com/repos/fcas/mlflow/code-scanning/alerts/32/instances,js/insecure-randomness,warning,Insecure randomness,js/insecure-randomness,"['external/cwe/cwe-338', 'security']",high,CodeQL,,2.17.2,refs/heads/master,.github/workflows/codeql.yml:analyze,"{""build-mode"":""none"",""language"":""javascript-typescript""}",/language:javascript-typescript,open,5eaf0680f5e6488e4b16db2100ee9eb9e4979a79,This uses a cryptographically insecure random number generated at Math.random() in a security context.,mlflow/server/js/src/experiment-tracking/components/runs-charts/runs-charts.types.ts,72,72,77,81,[],mlflow
12,31,2024-05-17T18:46:20Z,2024-05-17T18:46:22Z,https://api.github.com/repos/fcas/mlflow/code-scanning/alerts/31,https://github.com/fcas/mlflow/security/code-scanning/31,open,,,,,,https://api.github.com/repos/fcas/mlflow/code-scanning/alerts/31/instances,js/insecure-randomness,warning,Insecure randomness,js/insecure-randomness,"['external/cwe/cwe-338', 'security']",high,CodeQL,,2.17.2,refs/heads/master,.github/workflows/codeql.yml:analyze,"{""build-mode"":""none"",""language"":""javascript-typescript""}",/language:javascript-typescript,open,5eaf0680f5e6488e4b16db2100ee9eb9e4979a79,"This uses a cryptographically insecure random number generated at randomFn() in a security context.
This uses a cryptographically insecure random number generated at randomFn() in a security context.
This uses a cryptographically insecure random number generated at randomFn() in a security context.",mlflow/server/js/src/experiment-tracking/components/runs-charts/components/RunsScatterPlot.tsx,86,86,15,53,[],mlflow
13,30,2024-05-17T18:46:20Z,2024-05-17T18:46:22Z,https://api.github.com/repos/fcas/mlflow/code-scanning/alerts/30,https://github.com/fcas/mlflow/security/code-scanning/30,open,,,,,,https://api.github.com/repos/fcas/mlflow/code-scanning/alerts/30/instances,js/insecure-randomness,warning,Insecure randomness,js/insecure-randomness,"['external/cwe/cwe-338', 'security']",high,CodeQL,,2.17.2,refs/heads/master,.github/workflows/codeql.yml:analyze,"{""build-mode"":""none"",""language"":""javascript-typescript""}",/language:javascript-typescript,open,5eaf0680f5e6488e4b16db2100ee9eb9e4979a79,This uses a cryptographically insecure random number generated at Math.random() in a security context.,mlflow/server/js/src/experiment-tracking/components/runs-compare/RunsCompare.tsx,167,167,13,22,[],mlflow
14,29,2024-05-17T18:46:20Z,2024-05-17T18:46:22Z,https://api.github.com/repos/fcas/mlflow/code-scanning/alerts/29,https://github.com/fcas/mlflow/security/code-scanning/29,open,,,,,,https://api.github.com/repos/fcas/mlflow/code-scanning/alerts/29/instances,js/insecure-randomness,warning,Insecure randomness,js/insecure-randomness,"['external/cwe/cwe-338', 'security']",high,CodeQL,,2.17.2,refs/heads/master,.github/workflows/codeql.yml:analyze,"{""build-mode"":""none"",""language"":""javascript-typescript""}",/language:javascript-typescript,open,5eaf0680f5e6488e4b16db2100ee9eb9e4979a79,This uses a cryptographically insecure random number generated at Math.random() in a security context.,mlflow/server/js/src/experiment-tracking/components/runs-charts/runs-charts.types.ts,266,266,54,56,[],mlflow
15,28,2024-05-17T18:46:20Z,2024-05-17T18:46:22Z,https://api.github.com/repos/fcas/mlflow/code-scanning/alerts/28,https://github.com/fcas/mlflow/security/code-scanning/28,open,,,,,,https://api.github.com/repos/fcas/mlflow/code-scanning/alerts/28/instances,js/insecure-randomness,warning,Insecure randomness,js/insecure-randomness,"['external/cwe/cwe-338', 'security']",high,CodeQL,,2.17.2,refs/heads/master,.github/workflows/codeql.yml:analyze,"{""build-mode"":""none"",""language"":""javascript-typescript""}",/language:javascript-typescript,open,5eaf0680f5e6488e4b16db2100ee9eb9e4979a79,This uses a cryptographically insecure random number generated at Math.random() in a security context.,mlflow/server/js/src/experiment-tracking/components/runs-charts/runs-charts.types.ts,174,174,54,56,[],mlflow
16,27,2024-05-17T18:46:20Z,2024-05-17T18:46:22Z,https://api.github.com/repos/fcas/mlflow/code-scanning/alerts/27,https://github.com/fcas/mlflow/security/code-scanning/27,open,,,,,,https://api.github.com/repos/fcas/mlflow/code-scanning/alerts/27/instances,js/insecure-randomness,warning,Insecure randomness,js/insecure-randomness,"['external/cwe/cwe-338', 'security']",high,CodeQL,,2.17.2,refs/heads/master,.github/workflows/codeql.yml:analyze,"{""build-mode"":""none"",""language"":""javascript-typescript""}",/language:javascript-typescript,open,5eaf0680f5e6488e4b16db2100ee9eb9e4979a79,This uses a cryptographically insecure random number generated at Math.random() in a security context.,mlflow/server/js/src/experiment-tracking/components/runs-charts/hooks/useRunsChartsUIConfiguration.tsx,97,97,13,22,[],mlflow
17,26,2024-05-17T18:46:20Z,2024-05-17T18:46:22Z,https://api.github.com/repos/fcas/mlflow/code-scanning/alerts/26,https://github.com/fcas/mlflow/security/code-scanning/26,open,,,,,,https://api.github.com/repos/fcas/mlflow/code-scanning/alerts/26/instances,js/insecure-randomness,warning,Insecure randomness,js/insecure-randomness,"['external/cwe/cwe-338', 'security']",high,CodeQL,,2.17.2,refs/heads/master,.github/workflows/codeql.yml:analyze,"{""build-mode"":""none"",""language"":""javascript-typescript""}",/language:javascript-typescript,open,5eaf0680f5e6488e4b16db2100ee9eb9e4979a79,"This uses a cryptographically insecure random number generated at randomFn() in a security context.
This uses a cryptographically insecure random number generated at randomFn() in a security context.
This uses a cryptographically insecure random number generated at randomFn() in a security context.",mlflow/server/js/src/experiment-tracking/components/runs-charts/hooks/useRunsChartsTooltip.stories.tsx,81,81,19,42,[],mlflow
